event_name,tweet_id,image_id,tweet_text,image,label,label_text,label_image,label_text_image,preprocessed_text,int_label,onehot_label,padded_sequence,text_transformer_prep-changed_prediction
hurricane_maria,921457759828054016,921457759828054016_0,Youngstown Air Reserve crews return from Puerto Rico mission https://t.co/FHyD7WiRrR https://t.co/vMWHj4MpKN,data_image/hurricane_maria/20_10_2017/921457759828054016_0.jpg,not_informative,not_informative,not_informative,Positive,youngstown air reserve crews return puerto rico mission,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 317, 11175, 257, 353, 5, 6, 804]",informative
hurricane_irma,909846206909702144,909846206909702144_0,"We are remodeling, since Hurricane Irma flooded our dive center. Guess she thought we needed it remodeled. https://t.co/de9QZkKaYO",data_image/hurricane_irma/18_9_2017/909846206909702144_0.jpg,informative,informative,informative,Positive,remodeling since hurricane irma flooded dive center guess thought needed remodeled,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 220, 3, 2, 411, 8464, 284, 1935, 1123, 390, 1]",informative
hurricane_maria,910650354198470657,910650354198470657_0,Hurricane Maria has re-developed an eye. It is now getting better organized. https://t.co/nfle27OMgp,data_image/hurricane_maria/20_9_2017/910650354198470657_0.jpg,informative,informative,informative,Positive,hurricane maria re-developed eye getting better organized,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 1206, 6112, 444, 248, 533, 1]",informative
hurricane_irma,910242977762734081,910242977762734081_0,"Hurricanes Harvey and Irma, Tuesday, September 19,¬ 2017 https://t.co/6o6KTGgoDD https://t.co/fyyfJMcLzv",data_image/hurricane_irma/19_9_2017/910242977762734081_0.jpg,informative,informative,informative,Positive,hurricanes harvey irma tuesday september,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 4, 2, 430, 631]",informative
hurricane_harvey,906008836481232900,906008836481232900_0,"Harvey may pinch some Gulf Coast refining, chemical projects https://t.co/O9fw9raVMw",data_image/hurricane_harvey/8_9_2017/906008836481232900_0.png,not_informative,not_informative,not_informative,Positive,harvey may pinch gulf coast refining chemical projects,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 104, 1, 844, 97, 1, 1817, 1879]",informative
mexico_earthquake,911679281121566720,911679281121566720_0,RT @Independent: Salma Hayek recalls how she survived the 1985 Mexico earthquake https://t.co/vXk9l5vOgm https://t.co/rpvOa6YGSR,data_image/mexico_earthquake/23_9_2017/911679281121566720_0.jpg,not_informative,not_informative,not_informative,Positive,salma hayek recalls survived mexico earthquake,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4633, 4634, 5705, 441, 10, 7]",not_informative
hurricane_harvey,904389800215678976,904389800215678976_0,"From Cajun Navy to Houston midwives, Zello is go-to app for Harvey rescues https://t.co/iroIicn4Fj https://t.co/AtkNoNjWrY",data_image/hurricane_harvey/3_9_2017/904389800215678976_0.jpg,informative,informative,informative,Positive,cajun navy houston midwives zello go-to app harvey rescues,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2457, 339, 34, 1, 10025, 94, 1207, 813, 4, 706]",informative
california_wildfires,920274579163176961,920274579163176961_0,RT @latimes: Why 2017 is shaping up to be one of Californiaâ€™s worst fire seasons https://t.co/jqJt9nUWuZ https://t.co/jEPRjnDKzl,data_image/california_wildfires/17_10_2017/920274579163176961_0.jpg,informative,informative,informative,Positive,shaping one californias worst fire seasons,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43, 493, 699, 22, 11076]",not_informative
hurricane_harvey,906907803234783232,906907803234783232_0,BeyoncÃ© and Her Mom Eat at Their Favorite Houston Spot After Serving Meals to Harveyâ€¦ https://t.co/GkKIVEdhNW https://t.co/xLIJ5wKt1H,data_image/hurricane_harvey/10_9_2017/906907803234783232_0.jpg,not_informative,not_informative,not_informative,Positive,beyonc mom eat favorite houston spot serving meals harvey,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5732, 1057, 1774, 1410, 34, 2441, 1368, 596, 4]",not_informative
hurricane_harvey,905948329066070022,905948329066070022_0,"CU AID for #HurricaneHarvey. To make a donation visit, https://t.co/z281TJpXSc. #givingback #peoplehelpingpeople https://t.co/MIaXf0Wsjt",data_image/hurricane_harvey/8_9_2017/905948329066070022_0.jpg,informative,informative,informative,Positive,cu aid hurricaneharvey make donation visit givingback peoplehelpingpeople,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10284, 47, 25, 176, 378, 251, 1, 1]",not_informative
hurricane_irma,910028873345257474,910028873345257474_0,A flight attendant is outraged she was charged $187 to park her vehicle at MIA while she worked during Hurricane Ir‚Ä¶ https://t.co/kV9dPZvLqM,data_image/hurricane_irma/19_9_2017/910028873345257474_0.jpg,not_informative,not_informative,not_informative,Positive,flight attendant outraged charged park vehicle mia worked hurricane ir,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1048, 1, 5808, 5576, 588, 8677, 4172, 1941, 3, 3656]",not_informative
hurricane_maria,912049707085594624,912049707085594624_0,Hurricane Maria Left Puerto Rico Absolutely Devastated https://t.co/TwCgNFTbc5,data_image/hurricane_maria/24_9_2017/912049707085594624_0.jpg,informative,informative,informative,Positive,hurricane maria left puerto rico absolutely devastated,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 71, 5, 6, 1994, 294]",informative
hurricane_maria,916114194302361600,916114194302361600_0,Stats on Puerto Rico jails. https://t.co/AnE85Ua7v7,data_image/hurricane_maria/6_10_2017/916114194302361600_0.jpg,not_informative,not_informative,not_informative,Positive,stats puerto rico jails,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3382, 5, 6, 12264]",not_informative
mexico_earthquake,912395871995785216,912395871995785216_0,Ecuadorian rescue workers arrive to #Mexico to help with earthquake rescue https://t.co/QBj4sfEvGU #EcuadorConMÃ©xico https://t.co/einZobcBw5,data_image/mexico_earthquake/25_9_2017/912395871995785216_0.jpg,informative,informative,informative,Positive,ecuadorian rescue workers arrive mexico help earthquake rescue ecuadorconmxico,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 66, 749, 1280, 10, 11, 7, 66, 1]",informative
hurricane_harvey,901671382542626816,901671382542626816_0,Update: Santa Paula-trained dogs search for victims after Hurricane Harvey hits TexasÂ coast https://t.co/Gp0efhykIK https://t.co/yNokpfBh7Y,data_image/hurricane_harvey/27_8_2017/901671382542626816_0.jpg,informative,informative,informative,Positive,update santa paula-trained dogs search victims hurricane harvey hits texas coast,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 602, 1, 5308, 362, 281, 18, 3, 4, 121, 29, 97]",informative
hurricane_maria,922291835602636805,922291835602636805_0,"Top story: PUERTO RICO Image on Twitter https://t.co/M4kmYyGSpo, see more https://t.co/GFhn3PVvdP",data_image/hurricane_maria/23_10_2017/922291835602636805_0.jpg,not_informative,not_informative,not_informative,Positive,top story puerto rico image twitter see,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 174, 5, 6, 484, 365, 69]",not_informative
mexico_earthquake,910751566214332416,910751566214332416_0,Shakira Asks Fans to Assist Mexican Earthquake Relief Efforts https://t.co/WbYWRPwwU4 https://t.co/bW456wCGLm,data_image/mexico_earthquake/21_9_2017/910751566214332416_0.jpg,not_informative,not_informative,not_informative,Positive,shakira asks fans assist mexican earthquake relief efforts,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1784, 1855, 702, 1010, 7, 16, 58]",informative
hurricane_maria,922925956725014528,922925956725014528_0,Google's Project Loon seems to be having trouble with stationkeeping above Puerto Rico https://t.co/bI80GU8VHU,data_image/hurricane_maria/24_10_2017/922925956725014528_0.jpg,not_informative,not_informative,not_informative,Positive,google's project loon seems trouble stationkeeping puerto rico,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5401, 716, 2599, 1958, 1721, 1, 5, 6]",not_informative
mexico_earthquake,911689855729627137,911689855729627137_0,Furry responder brings hope to Mexico earthquakeÂ victims https://t.co/o23nft116I https://t.co/zAfmE7lvw8,data_image/mexico_earthquake/23_9_2017/911689855729627137_0.jpg,informative,informative,informative,Positive,furry responder brings hope mexico earthquake victims,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4157, 839, 231, 10, 7, 18]",informative
srilanka_floods,870673310107017218,870673310107017218_0,Schools Organiser - NSPCC Location : SCT GB Schools Organiser Home based covering Mora... https://t.co/DeSYcm4FUk https://t.co/0Fy5d5tXXW,data_image/srilanka_floods/2_6_2017/870673310107017218_0.jpg,not_informative,not_informative,not_informative,Positive,schools organiser - nspcc location sct gb schools organiser home based covering mora,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 329, 1, 1, 1101, 1, 1, 329, 1, 41, 1588, 2086, 13]",not_informative
california_wildfires,917842924032929793,917842924032929793_0,Photos Capture Apocalyptic Aftermath Of California #Wildfires https://t.co/rh7VHkjiBA https://t.co/2obDE52yvq,data_image/california_wildfires/10_10_2017/917842924032929793_0.jpg,informative,informative,informative,Positive,photos capture apocalyptic aftermath california wildfires,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 5402, 950, 79, 9, 14]",informative
hurricane_maria,928009110779514885,928009110779514885_0,@CarmenYulinCruz . Vivaâ— THE FINANCIAL OVERSIGHT AND MANAGEMENT BOARD FOR PUERTO RICO . https://t.co/ybxhJkMcHy https://t.co/8zPkPp7oea,data_image/hurricane_maria/7_11_2017/928009110779514885_0.jpg,not_informative,not_informative,not_informative,Positive,carmenyulincruz viva financial oversight management board puerto rico,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3717, 9210, 1575, 7190, 1759, 1729, 5, 6]",informative
hurricane_harvey,901650495122456576,901650495122456576_0,"Hurricane Harvey: No Confirmed Fatalities So Far, Says Texas Governor https://t.co/XOhjx45wbR",data_image/hurricane_harvey/27_8_2017/901650495122456576_0.jpg,informative,informative,informative,Positive,hurricane harvey confirmed fatalities far says texas governor,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1597, 4125, 344, 159, 29, 439]",informative
hurricane_maria,923215607184707584,923215607184707584_0,Does the U.S. honestly expect Puerto Rico to reimburse them for #Whitefishâ€™s outrageous rates? https://t.co/ido7LgaIRg,data_image/hurricane_maria/25_10_2017/923215607184707584_0.jpg,not_informative,not_informative,not_informative,Positive,u honestly expect puerto rico reimburse whitefishs outrageous rates,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 5781, 3363, 5, 6, 1, 1, 1, 1889]",not_informative
mexico_earthquake,910536714396909568,910536714396909568_0,"Eva Longoria, Fifth Harmony and More Celebs React to Devastating MexicoÂ Earthquake https://t.co/haXA7Ro4nx https://t.co/ndD1EWuEWU",data_image/mexico_earthquake/20_9_2017/910536714396909568_0.jpg,not_informative,not_informative,not_informative,Positive,eva longoria fifth harmony celebs react devastating mexico earthquake,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13823, 1, 3986, 112, 10, 7]",not_informative
hurricane_harvey,908493698903789568,908493698903789568_0,Sunrise on way to work #jnj @donateaphoto #HurricaneHarvey https://t.co/pwdzpJ6q6w https://t.co/MAXLKyAGo8,data_image/hurricane_harvey/15_9_2017/908493698903789568_0.jpg,informative,informative,informative,Positive,sunrise way work jnj donateaphoto hurricaneharvey,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3427, 136, 70, 1574, 974, 25]",not_informative
hurricane_irma,905690265637330944,905690265637330944_0,"Powerful Hurricane Irma Slams Caribbean, Eyes US https://t.co/KJ8gDvCB0l https://t.co/FfOW6eHZ69",data_image/hurricane_irma/7_9_2017/905690265637330944_0.jpg,informative,informative,informative,Positive,powerful hurricane irma slams caribbean eyesus,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 3, 2, 2127, 82, 1]",informative
mexico_earthquake,910639755032797184,910639755032797184_0,Earthquake shakes Mexico City: Here is what you need to know and how to help https://t.co/GccUvBnsWM https://t.co/iZo0RYOnQJ,data_image/mexico_earthquake/20_9_2017/910639755032797184_0.jpg,informative,informative,informative,Positive,earthquake shakes mexico city need know help,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1624, 10, 33, 65, 108, 11]",informative
hurricane_harvey,901737872805462017,901737872805462017_0,RT @HellerWeather: #Harvey rainfall so far... #Houston https://t.co/eRFhw0QEqN,data_image/hurricane_harvey/27_8_2017/901737872805462017_0.jpg,informative,informative,informative,Positive,harvey rainfall far houston,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1145, 344, 34]",informative
hurricane_irma,909790745334370304,909790745334370304_0,"#Irma, #Jose, and #Maria remind us why September is hurricane time #ArsTechnica https://t.co/i3jOfloZfu @SciGuySpace https://t.co/VeCgU3YFl4",data_image/hurricane_irma/18_9_2017/909790745334370304_0.jpg,informative,informative,informative,Positive,irma jose maria remind us september hurricane time arstechnica sciguyspace,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 151, 8, 8375, 28, 631, 3, 118, 1, 1]",informative
hurricane_irma,909382127199821824,909382127199821824_0,"For first time in 300 years, not a single person left on Barbuda: US envoy on horrific Hurricane Irma impact… https://t.co/fQBxkmD5xq",data_image/hurricane_irma/17_9_2017/909382127199821824_0.jpg,informative,informative,informative,Positive,first time years single person left barbuda us envoy horrific hurricane irma impact,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 118, 306, 4298, 861, 71, 515, 28, 1, 1, 3, 2, 167]",informative
hurricane_harvey,907654309587779584,907654309587779584_0,"After Harvey, Irma Leaves Its Own Trail of Destruction https://t.co/iOuBouqatw #metals https://t.co/cBdOnn1wz5",data_image/hurricane_harvey/12_9_2017/907654309587779584_0.jpg,informative,informative,informative,Positive,harvey irma leaves trail destruction metals,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 371, 1342, 129, 1]",informative
hurricane_irma,910193034104414209,910193034104414209_0,Update: Tim Duncan‚Äôs Hurricane Irma Relief Campaign Raises $2.5 Million on YouCaring https://t.co/q5ZNBitPnx https://t.co/smPzxffGaA,data_image/hurricane_irma/19_9_2017/910193034104414209_0.jpg,informative,informative,informative,Positive,update tim duncans hurricane irma relief campaign raises million youcaring,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 5393, 1, 3, 2, 16, 830, 1181, 180, 1]",informative
california_wildfires,919646462341992448,919646462341992448_0,"Trump sent 576,000,000$ to California to help the wildfire situation. Fake news says heâ€™s ignoring them. https://t.co/tN0iYkDxnL",data_image/california_wildfires/15_10_2017/919646462341992448_0.jpg,informative,informative,informative,Positive,trump sent california help wildfire situation fake news says hes ignoring,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 886, 9, 11, 46, 519, 802, 24, 159, 1, 5879]",informative
hurricane_harvey,905161032879837184,905161032879837184_0,@PhDAddy2D Harvey Flooding Uncovers Secret Stash Of Ammo Hidden By Obama Administration https://t.co/3gpv5dirtY,data_image/hurricane_harvey/5_9_2017/905161032879837184_0.jpg,not_informative,not_informative,not_informative,Positive,phdaddyd harvey flooding uncovers secret stash ammo hidden obama administration,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 77, 1, 1, 1, 1, 8873, 996, 5846]",not_informative
srilanka_floods,870392021319417857,870392021319417857_0,Mr Richmond -Hates Mr Mora -Doesnt stop talking about Soccer -Has never spoken to a female student https://t.co/bpMH3goTZH,data_image/srilanka_floods/1_6_2017/870392021319417857_0.jpg,not_informative,not_informative,not_informative,Positive,mr richmond - hates mr mora - doesnt stop talking soccer - never spoken female student,1,"[0.0, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 926, 1, 1, 926, 13, 3980, 471, 1113, 872, 352, 1, 1, 587]",not_informative
hurricane_irma,905702004038754305,905702004038754305_0,Predicting Irma's Path Is Giving Supercomputers a Challenge https://t.co/qqzySb90np #USRC https://t.co/CtmxiWG1di,data_image/hurricane_irma/7_9_2017/905702004038754305_0.jpg,informative,informative,informative,Positive,predicting irma's path giving supercomputers challenge usrc,0,"[1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 189, 137, 478, 1, 5702, 452]",not_informative
